product_id,product_name,category,price,review_score,review_count,Sale_January,Sale_Feb,Sale_March,Sale_April,Sale_May,Sale_June,Sale_July,Sale_Aug,Sale_Sept,Sale_Oct,Sale_Nov,Sale_Dec,Revenue_Jan,Revenue_Feb,Revenue_March,Revenue_April,Revenue_may,Revenue_june,Revenue_july,Revenue_Aug,Revenue_Sept,Revenue_Oct,Revenue_Nov,Revenue_Dec,Revenue
253,Product_253,Clothing,426.31,1.5,640,809,741,470,531,700,567,258,353,577,441,188,646,344884.79,315895.71,200365.7,226370.61,298417,241717.77,109987.98,150487.43,245980.87,188002.71,80146.28,275396.26,2677653.11
254,Product_254,Toys,161.88,1.5,795,912,679,383,557,927,104,715,285,797,216,577,824,147634.56,109916.52,62000.04,90167.16,150062.76,16835.52,115744.2,46135.8,129018.36,34966.08,93404.76,133389.12,1129274.88
255,Product_255,Toys,88.9,3.7,837,100,419,691,962,255,199,6,327,238,910,809,519,8890,37249.1,61429.9,85521.8,22669.5,17691.1,533.4,29070.3,21158.2,80899,71920.1,46139.1,483171.5
256,Product_256,Toys,280.62,2.7,537,501,625,925,192,221,100,48,102,531,1,960,127,140590.62,175387.5,259573.5,53879.04,62017.02,28062,13469.76,28623.24,149009.22,280.62,269395.2,35638.74,1215926.46
257,Product_257,Home & Kitchen,468.4,1.8,131,303,251,416,894,883,767,537,62,699,535,419,372,141925.2,117568.4,194854.4,418749.6,413597.2,359262.8,251530.8,29040.8,327411.6,250594,196259.6,174244.8,2875039.2
258,Product_258,Health,349.53,3,353,870,618,824,57,752,306,160,686,81,717,248,567,304091.1,216009.54,288012.72,19923.21,262846.56,106956.18,55924.8,239777.58,28311.93,250613.01,86683.44,198183.51,2057333.58
259,Product_259,Health,287.18,1.3,196,539,548,307,436,780,585,868,281,362,831,587,637,154790.02,157374.64,88164.26,125210.48,224000.4,168000.3,249272.24,80697.58,103959.16,238646.58,168574.66,182933.66,1941623.98
260,Product_260,Toys,53.1,3.3,793,552,334,648,110,0,682,175,440,504,710,648,158,29311.2,17735.4,34408.8,5841,0,36214.2,9292.5,23364,26762.4,37701,34408.8,8389.8,263429.1
261,Product_261,Clothing,309.43,2.1,916,354,91,693,128,545,376,590,292,201,355,163,570,109538.22,28158.13,214434.99,39607.04,168639.35,116345.68,182563.7,90353.56,62195.43,109847.65,50437.09,176375.1,1348495.94
262,Product_262,Home & Kitchen,495.08,4.2,930,302,529,366,848,445,654,1,737,919,625,744,569,149514.16,261897.32,181199.28,419827.84,220310.6,323782.32,495.08,364873.96,454978.52,309425,368339.52,281700.52,3336344.12
263,Product_263,Health,74.34,2.2,666,495,865,0,705,78,677,1000,6,503,791,254,651,36798.3,64304.1,0,52409.7,5798.52,50328.18,74340,446.04,37393.02,58802.94,18882.36,48395.34,447898.5
264,Product_264,Toys,261.57,2.8,382,657,62,43,924,235,398,894,638,643,666,475,175,171851.49,16217.34,11247.51,241690.68,61468.95,104104.86,233843.58,166881.66,168189.51,174205.62,124245.75,45774.75,1519721.7
265,Product_265,Home & Kitchen,439.3,1,645,767,661,738,851,333,772,454,935,36,164,805,926,336943.1,290377.3,324203.4,373844.3,146286.9,339139.6,199442.2,410745.5,15814.8,72045.2,353636.5,406791.8,3269270.6
266,Product_266,Clothing,371.68,1.3,227,973,511,842,325,888,220,927,91,643,997,416,619,361644.64,189928.48,312954.56,120796,330051.84,81769.6,344547.36,33822.88,238990.24,370564.96,154618.88,230069.92,2769759.36
267,Product_267,Toys,350.02,2.6,701,226,138,97,7,348,594,643,934,588,733,169,210,79104.52,48302.76,33951.94,2450.14,121806.96,207911.88,225062.86,326918.68,205811.76,256564.66,59153.38,73504.2,1640543.74
268,Product_268,Electronics,352.73,2.9,476,235,697,719,28,97,181,275,189,600,90,316,446,82891.55,245852.81,253612.87,9876.44,34214.81,63844.13,97000.75,66665.97,211638,31745.7,111462.68,157317.58,1366123.29
269,Product_269,Sports,182.95,3.4,477,872,184,264,111,81,306,497,870,972,166,173,585,159532.4,33662.8,48298.8,20307.45,14818.95,55982.7,90926.15,159166.5,177827.4,30369.7,31650.35,107025.75,929568.95
270,Product_270,Clothing,150.33,2.2,265,891,204,799,946,501,521,628,475,401,958,469,166,133944.03,30667.32,120113.67,142212.18,75315.33,78321.93,94407.24,71406.75,60282.33,144016.14,70504.77,24954.78,1046146.47
271,Product_271,Books,405.63,3.8,372,454,771,782,672,966,395,675,510,764,206,344,459,184156.02,312740.73,317202.66,272583.36,391838.58,160223.85,273800.25,206871.3,309901.32,83559.78,139536.72,186184.17,2838598.74
272,Product_272,Books,406.01,4.4,486,1000,213,139,130,476,3,799,461,855,281,444,915,406010,86480.13,56435.39,52781.3,193260.76,1218.03,324401.99,187170.61,347138.55,114088.81,180268.44,371499.15,2320753.16
273,Product_273,Clothing,434.2,4.1,434,12,255,480,187,926,862,27,52,705,64,17,356,5210.4,110721,208416,81195.4,402069.2,374280.4,11723.4,22578.4,306111,27788.8,7381.4,154575.2,1712050.6
274,Product_274,Books,457.05,1.2,646,209,134,236,674,703,913,332,753,175,887,69,303,95523.45,61244.7,107863.8,308051.7,321306.15,417286.65,151740.6,344158.65,79983.75,405403.35,31536.45,138486.15,2462585.4
275,Product_275,Health,258.11,2.9,211,740,572,973,708,764,847,0,485,544,515,337,232,191001.4,147638.92,251141.03,182741.88,197196.04,218619.17,0,125183.35,140411.84,132926.65,86983.07,59881.52,1733724.87
276,Product_276,Clothing,253.25,1.4,572,396,874,952,474,920,999,187,643,569,156,627,326,100287,221340.5,241094,120040.5,232990,252996.75,47357.75,162839.75,144099.25,39507,158787.75,82559.5,1803899.75
277,Product_277,Electronics,400.16,2,940,99,821,903,363,549,803,55,489,466,760,591,883,39615.84,328531.36,361344.48,145258.08,219687.84,321328.48,22008.8,195678.24,186474.56,304121.6,236494.56,353341.28,2713885.12
278,Product_278,Clothing,326.73,4.9,377,30,87,71,203,13,280,546,977,200,768,526,181,9801.9,28425.51,23197.83,66326.19,4247.49,91484.4,178394.58,319215.21,65346,250928.64,171859.98,59138.13,1268365.86
279,Product_279,Toys,352.47,1.6,395,897,835,666,211,391,214,111,363,539,746,687,633,316165.59,294312.45,234745.02,74371.17,137815.77,75428.58,39124.17,127946.61,189981.33,262942.62,242146.89,223113.51,2218093.71
280,Product_280,Toys,398.92,3,450,527,987,189,620,346,971,797,111,546,305,455,333,210230.84,393734.04,75395.88,247330.4,138026.32,387351.32,317939.24,44280.12,217810.32,121670.6,181508.6,132840.36,2468118.04
281,Product_281,Home & Kitchen,445.55,3.5,943,648,206,267,275,309,609,309,408,998,877,268,714,288716.4,91783.3,118961.85,122526.25,137674.95,271339.95,137674.95,181784.4,444658.9,390747.35,119407.4,318122.7,2623398.4
282,Product_282,Books,172.31,3.8,364,328,128,320,72,385,419,35,6,636,981,630,966,56517.68,22055.68,55139.2,12406.32,66339.35,72197.89,6030.85,1033.86,109589.16,169036.11,108555.3,166451.46,845352.86
283,Product_283,Sports,190.91,3.2,876,165,822,106,678,208,100,438,741,393,394,810,28,31500.15,156928.02,20236.46,129436.98,39709.28,19091,83618.58,141464.31,75027.63,75218.54,154637.1,5345.48,932213.53
284,Product_284,Books,51.52,1,457,458,2,231,771,356,962,728,667,832,73,187,713,23596.16,103.04,11901.12,39721.92,18341.12,49562.24,37506.56,34363.84,42864.64,3760.96,9634.24,36733.76,308089.6
285,Product_285,Health,291.25,2.3,725,821,973,41,242,973,520,591,196,41,186,568,92,239116.25,283386.25,11941.25,70482.5,283386.25,151450,172128.75,57085,11941.25,54172.5,165430,26795,1527315
286,Product_286,Clothing,22.79,3.1,728,951,933,701,786,600,572,825,834,596,573,710,840,21673.29,21263.07,15975.79,17912.94,13674,13035.88,18801.75,19006.86,13582.84,13058.67,16180.9,19143.6,203309.59
287,Product_287,Sports,235.47,1.4,226,981,753,882,101,567,308,594,875,392,336,528,867,230996.07,177308.91,207684.54,23782.47,133511.49,72524.76,139869.18,206036.25,92304.24,79117.92,124328.16,204152.49,1691616.48
288,Product_288,Sports,273.61,2.4,982,992,120,138,986,93,657,576,734,699,675,433,687,271421.12,32833.2,37758.18,269779.46,25445.73,179761.77,157599.36,200829.74,191253.39,184686.75,118473.13,187970.07,1857811.9
289,Product_289,Books,146.84,1.1,131,99,384,614,684,92,938,324,366,622,567,287,329,14537.16,56386.56,90159.76,100438.56,13509.28,137735.92,47576.16,53743.44,91334.48,83258.28,42143.08,48310.36,779133.04
290,Product_290,Sports,297.46,1.3,588,620,613,682,170,339,930,639,249,782,622,917,722,184425.2,182342.98,202867.72,50568.2,100838.94,276637.8,190076.94,74067.54,232613.72,185020.12,272770.82,214766.12,2166996.1
291,Product_291,Sports,20.1,2.6,476,854,37,862,652,596,509,306,915,994,729,566,183,17165.4,743.7,17326.2,13105.2,11979.6,10230.9,6150.6,18391.5,19979.4,14652.9,11376.6,3678.3,144780.3
292,Product_292,Toys,23.49,1.5,798,172,340,272,908,444,62,533,594,440,239,498,94,4040.28,7986.6,6389.28,21328.92,10429.56,1456.38,12520.17,13953.06,10335.6,5614.11,11698.02,2208.06,107960.04
293,Product_293,Electronics,412.19,3.3,986,748,924,480,187,756,632,727,239,836,532,440,784,308318.12,380863.56,197851.2,77079.53,311615.64,260504.08,299662.13,98513.41,344590.84,219285.08,181363.6,323156.96,3002804.15
294,Product_294,Clothing,183.29,3.8,277,161,644,415,440,21,225,618,379,616,140,780,648,29509.69,118038.76,76065.35,80647.6,3849.09,41240.25,113273.22,69466.91,112906.64,25660.6,142966.2,118771.92,932396.23
295,Product_295,Books,67.89,4.2,156,904,713,505,85,290,104,108,906,505,264,302,748,61372.56,48405.57,34284.45,5770.65,19688.1,7060.56,7332.12,61508.34,34284.45,17922.96,20502.78,50781.72,368914.26
296,Product_296,Toys,263.51,1.8,760,727,859,732,475,484,973,371,871,917,138,86,352,191571.77,226355.09,192889.32,125167.25,127538.84,256395.23,97762.21,229517.21,241638.67,36364.38,22661.86,92755.52,1840617.35
297,Product_297,Health,386.15,1.7,218,775,20,724,51,783,771,356,834,319,458,829,929,299266.25,7723,279572.6,19693.65,302355.45,297721.65,137469.4,322049.1,123181.85,176856.7,320118.35,358733.35,2644741.35
298,Product_298,Health,111.83,1.4,190,262,241,852,110,305,860,180,470,552,69,437,940,29299.46,26951.03,95279.16,12301.3,34108.15,96173.8,20129.4,52560.1,61730.16,7716.27,48869.71,105120.2,590238.74
299,Product_299,Home & Kitchen,313.33,3.5,417,803,454,423,948,633,424,355,774,214,384,540,983,251603.99,142251.82,132538.59,297036.84,198337.89,132851.92,111232.15,242517.42,67052.62,120318.72,169198.2,308003.39,2172943.55
300,Product_300,Sports,47.25,3.8,981,273,962,406,876,127,254,675,918,70,629,21,264,12899.25,45454.5,19183.5,41391,6000.75,12001.5,31893.75,43375.5,3307.5,29720.25,992.25,12474,258693.75
301,Product_301,Sports,30.58,1.1,675,2,620,567,853,624,428,67,700,567,197,832,646,61.16,18959.6,17338.86,26084.74,19081.92,13088.24,2048.86,21406,17338.86,6024.26,25442.56,19754.68,186629.74
302,Product_302,Books,268.02,4.7,692,27,302,389,42,938,433,291,454,918,204,796,655,7236.54,80942.04,104259.78,11256.84,251402.76,116052.66,77993.82,121681.08,246042.36,54676.08,213343.92,175553.1,1460440.98
303,Product_303,Electronics,272.61,1.2,546,325,595,341,210,272,206,691,365,235,725,559,18,88598.25,162202.95,92960.01,57248.1,74149.92,56157.66,188373.51,99502.65,64063.35,197642.25,152388.99,4906.98,1238194.62
304,Product_304,Electronics,320.53,3.2,41,939,594,945,967,847,27,180,289,280,567,516,742,300977.67,190394.82,302900.85,309952.51,271488.91,8654.31,57695.4,92633.17,89748.4,181740.51,165393.48,237833.26,2209413.29
305,Product_305,Books,364.42,3.8,307,148,802,613,199,441,681,465,873,986,798,761,645,53934.16,292264.84,223389.46,72519.58,160709.22,248170.02,169455.3,318138.66,359318.12,290807.16,277323.62,235050.9,2701081.04
306,Product_306,Books,488.05,4.5,943,539,963,932,809,502,335,433,402,616,981,674,625,263058.95,469992.15,454862.6,394832.45,245001.1,163496.75,211325.65,196196.1,300638.8,478777.05,328945.7,305031.25,3812158.55
307,Product_307,Toys,260.57,3.9,338,487,68,492,857,129,587,463,57,901,804,502,498,126897.59,17718.76,128200.44,223308.49,33613.53,152954.59,120643.91,14852.49,234773.57,209498.28,130806.14,129763.86,1523031.65
308,Product_308,Health,164.86,4.2,314,821,128,191,751,131,627,680,520,886,686,713,138,135350.06,21102.08,31488.26,123809.86,21596.66,103367.22,112104.8,85727.2,146065.96,113093.96,117545.18,22750.68,1034001.92
309,Product_309,Books,398.62,2.4,75,437,195,498,626,596,68,913,303,161,858,466,636,174196.94,77730.9,198512.76,249536.12,237577.52,27106.16,363940.06,120781.86,64177.82,342015.96,185756.92,253522.32,2294855.34
310,Product_310,Health,139.06,4.3,953,64,139,821,25,934,865,533,114,190,881,100,715,8899.84,19329.34,114168.26,3476.5,129882.04,120286.9,74118.98,15852.84,26421.4,122511.86,13906,99427.9,748281.86
311,Product_311,Home & Kitchen,222.29,1.3,279,355,443,711,918,481,745,65,209,8,973,582,572,78912.95,98474.47,158048.19,204062.22,106921.49,165606.05,14448.85,46458.61,1778.32,216288.17,129372.78,127149.88,1347521.98
312,Product_312,Health,43.84,4.6,176,532,282,232,298,861,512,20,40,59,639,941,761,23322.88,12362.88,10170.88,13064.32,37746.24,22446.08,876.8,1753.6,2586.56,28013.76,41253.44,33362.24,226959.68
313,Product_313,Toys,17.55,3.2,896,251,311,944,76,389,166,611,815,892,430,674,809,4405.05,5458.05,16567.2,1333.8,6826.95,2913.3,10723.05,14303.25,15654.6,7546.5,11828.7,14197.95,111758.4
314,Product_314,Sports,481.51,4.3,662,234,745,226,923,592,863,383,172,816,889,684,524,112673.34,358724.95,108821.26,444433.73,285053.92,415543.13,184418.33,82819.72,392912.16,428062.39,329352.84,252311.24,3395127.01
315,Product_315,Sports,418.81,2.8,273,226,534,370,136,998,729,811,233,224,324,140,907,94651.06,223644.54,154959.7,56958.16,417972.38,305312.49,339654.91,97582.73,93813.44,135694.44,58633.4,379860.67,2358737.92
316,Product_316,Health,349.51,3.6,837,524,664,138,19,984,784,614,792,818,441,137,254,183143.24,232074.64,48232.38,6640.69,343917.84,274015.84,214599.14,276811.92,285899.18,154133.91,47882.87,88775.54,2156127.19
317,Product_317,Sports,207.43,3.1,620,312,276,855,439,324,367,558,883,699,803,577,84,64718.16,57250.68,177352.65,91061.77,67207.32,76126.81,115745.94,183160.69,144993.57,166566.29,119687.11,17424.12,1281295.11
318,Product_318,Sports,90.78,3.9,651,48,60,816,210,68,250,38,589,581,287,709,457,4357.44,5446.8,74076.48,19063.8,6173.04,22695,3449.64,53469.42,52743.18,26053.86,64363.02,41486.46,373378.14
319,Product_319,Clothing,82.44,1.3,862,117,318,148,751,659,858,284,619,804,225,839,531,9645.48,26215.92,12201.12,61912.44,54327.96,70733.52,23412.96,51030.36,66281.76,18549,69167.16,43775.64,507253.32
320,Product_320,Home & Kitchen,128.87,1.2,783,53,889,114,550,447,855,821,792,286,63,227,561,6830.11,114565.43,14691.18,70878.5,57604.89,110183.85,105802.27,102065.04,36856.82,8118.81,29253.49,72296.07,729146.46
321,Product_321,Toys,276.87,2,859,649,51,449,434,527,930,601,402,993,966,280,675,179688.63,14120.37,124314.63,120161.58,145910.49,257489.1,166398.87,111301.74,274931.91,267456.42,77523.6,186887.25,1926184.59
322,Product_322,Toys,358.72,1.6,931,564,855,62,779,818,685,596,38,168,937,683,91,202318.08,306705.6,22240.64,279442.88,293432.96,245723.2,213797.12,13631.36,60264.96,336120.64,245005.76,32643.52,2251326.72
323,Product_323,Sports,331.8,4.5,289,43,152,103,206,616,169,784,118,61,559,827,599,14267.4,50433.6,34175.4,68350.8,204388.8,56074.2,260131.2,39152.4,20239.8,185476.2,274398.6,198748.2,1405836.6
324,Product_324,Electronics,143.57,1.9,724,814,748,850,990,164,757,335,334,348,713,430,68,116865.98,107390.36,122034.5,142134.3,23545.48,108682.49,48095.95,47952.38,49962.36,102365.41,61735.1,9762.76,940527.07
325,Product_325,Toys,477.66,4.9,893,52,310,870,438,487,934,187,335,441,497,39,36,24838.32,148074.6,415564.2,209215.08,232620.42,446134.44,89322.42,160016.1,210648.06,237397.02,18628.74,17195.76,2209655.16
326,Product_326,Home & Kitchen,370.26,2.3,272,585,813,667,973,712,89,670,538,13,848,518,764,216602.1,301021.38,246963.42,360262.98,263625.12,32953.14,248074.2,199199.88,4813.38,313980.48,191794.68,282878.64,2662169.4
327,Product_327,Books,279.41,1.7,930,557,543,272,778,708,560,242,615,163,925,685,763,155631.37,151719.63,75999.52,217380.98,197822.28,156469.6,67617.22,171837.15,45543.83,258454.25,191395.85,213189.83,1903061.51
328,Product_328,Home & Kitchen,307.8,4.2,66,524,566,5,665,425,445,72,73,419,916,662,139,161287.2,174214.8,1539,204687,130815,136971,22161.6,22469.4,128968.2,281944.8,203763.6,42784.2,1511605.8
329,Product_329,Sports,212.7,3.6,483,676,863,146,41,696,293,478,190,756,59,210,866,143785.2,183560.1,31054.2,8720.7,148039.2,62321.1,101670.6,40413,160801.2,12549.3,44667,184198.2,1121779.8
330,Product_330,Sports,127.63,3,936,101,388,183,410,833,918,973,323,846,396,301,892,12890.63,49520.44,23356.29,52328.3,106315.79,117164.34,124183.99,41224.49,107974.98,50541.48,38416.63,113845.96,837763.32
331,Product_331,Clothing,181.21,3.2,248,791,547,997,522,264,149,560,146,519,256,85,679,143337.11,99121.87,180666.37,94591.62,47839.44,27000.29,101477.6,26456.66,94047.99,46389.76,15402.85,123041.59,999373.15
332,Product_332,Health,380.13,3.9,156,769,621,27,805,874,131,100,766,665,576,396,565,292319.97,236060.73,10263.51,306004.65,332233.62,49797.03,38013,291179.58,252786.45,218954.88,150531.48,214773.45,2392918.35
333,Product_333,Toys,12.12,1.9,47,981,176,961,609,611,432,513,283,547,238,252,897,11889.72,2133.12,11647.32,7381.08,7405.32,5235.84,6217.56,3429.96,6629.64,2884.56,3054.24,10871.64,78780
334,Product_334,Health,62.46,5,935,848,361,549,426,341,58,755,212,559,800,532,177,52966.08,22548.06,34290.54,26607.96,21298.86,3622.68,47157.3,13241.52,34915.14,49968,33228.72,11055.42,350900.28
335,Product_335,Health,27.77,4.9,454,867,313,118,274,831,968,175,634,596,37,768,808,24076.59,8692.01,3276.86,7608.98,23076.87,26881.36,4859.75,17606.18,16550.92,1027.49,21327.36,22438.16,177422.53
336,Product_336,Toys,25.16,3.6,201,397,806,292,447,725,835,237,717,27,24,890,812,9988.52,20278.96,7346.72,11246.52,18241,21008.6,5962.92,18039.72,679.32,603.84,22392.4,20429.92,156218.44
337,Product_337,Toys,428.45,1.8,660,137,847,370,901,277,198,909,928,707,409,914,870,58697.65,362897.15,158526.5,386033.45,118680.65,84833.1,389461.05,397601.6,302914.15,175236.05,391603.3,372751.5,3199236.15
338,Product_338,Sports,353.31,3.7,124,674,96,243,941,673,214,58,751,445,460,380,617,238130.94,33917.76,85854.33,332464.71,237777.63,75608.34,20491.98,265335.81,157222.95,162522.6,134257.8,217992.27,1961577.12
339,Product_339,Toys,239.72,1.3,1,920,880,579,883,438,897,864,393,207,570,443,136,220542.4,210953.6,138797.88,211672.76,104997.36,215028.84,207118.08,94209.96,49622.04,136640.4,106195.96,32601.92,1728381.2
340,Product_340,Electronics,53.43,1.1,968,386,212,725,741,156,560,98,338,469,987,32,189,20623.98,11327.16,38736.75,39591.63,8335.08,29920.8,5236.14,18059.34,25058.67,52735.41,1709.76,10098.27,261432.99
341,Product_341,Electronics,248.35,2,759,110,828,217,368,421,471,953,797,715,416,259,639,27318.5,205633.8,53891.95,91392.8,104555.35,116972.85,236677.55,197934.95,177570.25,103313.6,64322.65,158695.65,1538279.9
342,Product_342,Books,239.37,2.9,855,613,136,176,937,250,743,870,21,975,356,233,341,146733.81,32554.32,42129.12,224289.69,59842.5,177851.91,208251.9,5026.77,233385.75,85215.72,55773.21,81625.17,1352679.87
343,Product_343,Toys,90.73,4.5,640,16,5,298,219,877,246,953,770,818,382,514,558,1451.68,453.65,27037.54,19869.87,79570.21,22319.58,86465.69,69862.1,74217.14,34658.86,46635.22,50627.34,513168.88
344,Product_344,Clothing,219.76,3.9,191,779,108,675,576,608,381,494,868,103,808,858,4,171193.04,23734.08,148338,126581.76,133614.08,83728.56,108561.44,190751.68,22635.28,177566.08,188554.08,879.04,1376137.12
345,Product_345,Books,202.26,4,579,181,546,57,866,529,990,946,104,741,157,307,971,36609.06,110433.96,11528.82,175157.16,106995.54,200237.4,191337.96,21035.04,149874.66,31754.82,62093.82,196394.46,1293452.7
346,Product_346,Sports,309.85,2.7,516,883,38,268,231,326,238,979,465,425,568,1000,256,273597.55,11774.3,83039.8,71575.35,101011.1,73744.3,303343.15,144080.25,131686.25,175994.8,309850,79321.6,1759018.45
347,Product_347,Toys,319.37,2.4,442,535,661,307,327,960,926,513,458,100,432,738,811,170862.95,211103.57,98046.59,104433.99,306595.2,295736.62,163836.81,146271.46,31937,137967.84,235695.06,259009.07,2161496.16
348,Product_348,Electronics,27.43,2.5,921,540,424,569,442,894,366,754,431,540,47,795,661,14812.2,11630.32,15607.67,12124.06,24522.42,10039.38,20682.22,11822.33,14812.2,1289.21,21806.85,18131.23,177280.09
349,Product_349,Clothing,190.43,5,815,170,629,287,51,96,167,296,769,638,327,69,805,32373.1,119780.47,54653.41,9711.93,18281.28,31801.81,56367.28,146440.67,121494.34,62270.61,13139.67,153296.15,819610.72
350,Product_350,Books,314.8,1.2,806,408,260,976,885,512,559,210,715,849,432,453,242,128438.4,81848,307244.8,278598,161177.6,175973.2,66108,225082,267265.2,135993.6,142604.4,76181.6,2046514.8
351,Product_351,Clothing,254.05,4.5,143,739,425,104,942,215,50,122,821,521,430,438,786,187742.95,107971.25,26421.2,239315.1,54620.75,12702.5,30994.1,208575.05,132360.05,109241.5,111273.9,199683.3,1420901.65
352,Product_352,Toys,428.96,3.3,191,377,86,227,375,131,810,228,773,105,55,824,719,161717.92,36890.56,97373.92,160860,56193.76,347457.6,97802.88,331586.08,45040.8,23592.8,353463.04,308422.24,2020401.6
353,Product_353,Home & Kitchen,331.05,2.8,533,187,464,246,262,259,609,593,618,678,576,363,414,61906.35,153607.2,81438.3,86735.1,85741.95,201609.45,196312.65,204588.9,224451.9,190684.8,120171.15,137054.7,1744302.45
354,Product_354,Clothing,85.65,3.9,227,857,75,699,266,124,950,655,762,977,267,982,626,73402.05,6423.75,59869.35,22782.9,10620.6,81367.5,56100.75,65265.3,83680.05,22868.55,84108.3,53616.9,620106
355,Product_355,Clothing,39.93,2.9,313,229,470,493,358,81,727,387,935,768,68,765,706,9143.97,18767.1,19685.49,14294.94,3234.33,29029.11,15452.91,37334.55,30666.24,2715.24,30546.45,28190.58,239060.91
356,Product_356,Sports,323,4.5,629,832,975,82,316,282,688,139,220,806,727,480,342,268736,314925,26486,102068,91086,222224,44897,71060,260338,234821,155040,110466,1902147
357,Product_357,Electronics,18.12,4.6,949,851,962,185,323,682,379,540,378,276,901,143,681,15420.12,17431.44,3352.2,5852.76,12357.84,6867.48,9784.8,6849.36,5001.12,16326.12,2591.16,12339.72,114174.12
358,Product_358,Toys,294.96,2.7,302,118,413,251,920,58,473,390,221,64,600,23,378,34805.28,121818.48,74034.96,271363.2,17107.68,139516.08,115034.4,65186.16,18877.44,176976,6784.08,111494.88,1152998.64
359,Product_359,Clothing,470.41,2.1,654,155,824,354,907,543,79,269,257,782,448,964,593,72913.55,387617.84,166525.14,426661.87,255432.63,37162.39,126540.29,120895.37,367860.62,210743.68,453475.24,278953.13,2904781.75
360,Product_360,Toys,289.86,3.4,996,783,894,749,665,160,696,758,712,899,792,424,665,226960.38,259134.84,217105.14,192756.9,46377.6,201742.56,219713.88,206380.32,260584.14,229569.12,122900.64,192756.9,2375982.42
361,Product_361,Electronics,197.14,4.6,460,686,725,871,869,283,366,11,366,187,256,745,652,135238.04,142926.5,171708.94,171314.66,55790.62,72153.24,2168.54,72153.24,36865.18,50467.84,146869.3,128535.28,1186191.38
362,Product_362,Sports,323.43,1.8,401,464,456,695,877,105,460,866,769,316,671,844,825,150071.52,147484.08,224783.85,283648.11,33960.15,148777.8,280090.38,248717.67,102203.88,217021.53,272974.92,266829.75,2376563.64
363,Product_363,Toys,231.84,3.5,551,103,284,795,651,104,910,388,348,915,489,174,145,23879.52,65842.56,184312.8,150927.84,24111.36,210974.4,89953.92,80680.32,212133.6,113369.76,40340.16,33616.8,1230143.04
364,Product_364,Health,275.08,3.5,393,603,238,896,938,438,538,336,224,137,745,843,322,165873.24,65469.04,246471.68,258025.04,120485.04,147993.04,92426.88,61617.92,37685.96,204934.6,231892.44,88575.76,1721450.64
365,Product_365,Electronics,471.03,3.9,867,697,676,937,562,227,451,505,713,342,642,324,121,328307.91,318416.28,441355.11,264718.86,106923.81,212434.53,237870.15,335844.39,161092.26,302401.26,152613.72,56994.63,2918972.91
366,Product_366,Electronics,196.12,1.5,764,971,598,209,628,699,463,105,737,104,48,868,251,190432.52,117279.76,40989.08,123163.36,137087.88,90803.56,20592.6,144540.44,20396.48,9413.76,170232.16,49226.12,1114157.72
367,Product_367,Books,480.79,3.9,845,794,652,815,420,581,959,31,235,545,658,670,854,381747.26,313475.08,391843.85,201931.8,279338.99,461077.61,14904.49,112985.65,262030.55,316359.82,322129.3,410594.66,3468419.06
368,Product_368,Sports,453.15,4.6,207,501,671,807,45,317,477,73,182,379,315,859,898,227028.15,304063.65,365692.05,20391.75,143648.55,216152.55,33079.95,82473.3,171743.85,142742.25,389255.85,406928.7,2503200.6
369,Product_369,Sports,101.92,1.7,210,692,557,608,820,463,925,170,711,109,412,347,310,70528.64,56769.44,61967.36,83574.4,47188.96,94276,17326.4,72465.12,11109.28,41991.04,35366.24,31595.2,624158.08
370,Product_370,Health,39.33,2,115,681,371,446,599,801,419,848,868,943,433,797,600,26783.73,14591.43,17541.18,23558.67,31503.33,16479.27,33351.84,34138.44,37088.19,17029.89,31346.01,23598,307009.98
371,Product_371,Toys,54.89,4.9,737,698,494,459,719,598,706,68,757,544,1,17,474,38313.22,27115.66,25194.51,39465.91,32824.22,38752.34,3732.52,41551.73,29860.16,54.89,933.13,26017.86,303816.15
372,Product_372,Home & Kitchen,14.02,1.7,646,174,623,967,888,881,213,812,443,353,840,43,569,2439.48,8734.46,13557.34,12449.76,12351.62,2986.26,11384.24,6210.86,4949.06,11776.8,602.86,7977.38,95420.12
373,Product_373,Health,51.75,4.4,251,733,918,471,268,873,368,361,864,742,951,154,491,37932.75,47506.5,24374.25,13869,45177.75,19044,18681.75,44712,38398.5,49214.25,7969.5,25409.25,372289.5
374,Product_374,Books,343.09,3,219,744,44,719,600,471,853,648,622,316,144,866,574,255258.96,15095.96,246681.71,205854,161595.39,292655.77,222322.32,213401.98,108416.44,49404.96,297115.94,196933.66,2264737.09
375,Product_375,Sports,40.24,2,407,673,400,369,380,55,113,432,5,265,955,921,346,27081.52,16096,14848.56,15291.2,2213.2,4547.12,17383.68,201.2,10663.6,38429.2,37061.04,13923.04,197739.36
376,Product_376,Electronics,162.89,4.5,443,420,246,899,117,624,753,928,235,693,365,376,819,68413.8,40070.94,146438.11,19058.13,101643.36,122656.17,151161.92,38279.15,112882.77,59454.85,61246.64,133406.91,1054712.75
377,Product_377,Sports,423.21,2.8,603,133,615,933,565,12,502,995,126,851,419,742,486,56286.93,260274.15,394854.93,239113.65,5078.52,212451.42,421093.95,53324.46,360151.71,177324.99,314021.82,205680.06,2699656.59
378,Product_378,Health,16.52,3.1,354,390,596,491,952,439,635,99,103,64,572,882,472,6442.8,9845.92,8111.32,15727.04,7252.28,10490.2,1635.48,1701.56,1057.28,9449.44,14570.64,7797.44,94081.4
